Month Name,Agency,Description,Borough,# of Incidents,Response Times
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,904,1.11
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,1304,0.31
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,928,0.22
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,884,0.45
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,258,0.00
2015 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Unspecified,2,100.00
2015 / 10,FDNY,Average response time to structural fires,Bronx,632,315.14
2015 / 10,FDNY,Average response time to structural fires,Brooklyn,852,277.52
2015 / 10,FDNY,Average response time to structural fires,Manhattan,620,304.27
2015 / 10,FDNY,Average response time to structural fires,Queens,482,307.78
2015 / 10,FDNY,Average response time to structural fires,Staten Island,94,282.00
2015 / 10,FDNY,Average response time to non-structural fires,Bronx,210,351.31
2015 / 10,FDNY,Average response time to non-structural fires,Brooklyn,472,314.02
2015 / 10,FDNY,Average response time to non-structural fires,Manhattan,378,371.02
2015 / 10,FDNY,Average response time to non-structural fires,Queens,346,357.87
2015 / 10,FDNY,Average response time to non-structural fires,Staten Island,104,370.10
2015 / 10,FDNY,Average response time to non-fire emergencies,Bronx,11570,508.01
2015 / 10,FDNY,Average response time to non-fire emergencies,Brooklyn,17790,450.17
2015 / 10,FDNY,Average response time to non-fire emergencies,Manhattan,14104,486.78
2015 / 10,FDNY,Average response time to non-fire emergencies,Queens,11364,517.13
2015 / 10,FDNY,Average response time to non-fire emergencies,Staten Island,2630,491.92
2015 / 10,FDNY,Average response time to non-fire emergencies,Unspecified,12,757.33
2015 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,1062,428.76
2015 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,1430,435.70
2015 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,1220,417.44
2015 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,1126,468.06
2015 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,260,430.47
2015 / 10,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,2,540.00
2015 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,19818,551.05
2015 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,24600,545.86
2015 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,21462,552.24
2015 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,16424,584.85
2015 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,3566,531.45
2015 / 10,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,26,658.31
2015 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,46038,680.06
2015 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,56708,677.92
2015 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,47652,749.21
2015 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,36862,663.95
2015 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,7880,582.55
2015 / 10,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,94,768.06
2015 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,4708,470.20
2015 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,7850,415.26
2015 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,6012,474.13
2015 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,5354,452.83
2015 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,1206,443.62
2015 / 10,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,4,348.50
2015 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,20894,516.27
2015 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,26270,485.86
2015 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,23122,514.59
2015 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,17456,515.64
2015 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,3808,474.83
2015 / 10,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,26,639.77
2015 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,14010,57.02
2015 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,16262,56.51
2015 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,14730,61.72
2015 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,10986,47.35
2015 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,2470,57.89
2015 / 10,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,16,37.50
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,842,48.69
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,1324,69.03
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,998,46.69
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,828,44.69
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,198,49.49
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,842,49.41
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,1324,29.15
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,998,51.70
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,828,52.42
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,198,48.48
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,842,1.43
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,1324,1.36
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,998,1.40
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,828,2.66
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,198,2.02
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,842,0.48
2015 / 10,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,1324,0.45
